DISTRICT_NAME,YEAR,CROP_TYPE,AREA,PRODUCTION,YIELD,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED
DAILEKH,2017,PADDY,7958.0,25880.0,3252.0,9.18,6.78,15.85,4.54,8.18,163.9,986.0,29.73,15.95,20.12,22.5,11.49,1.85,2.44,2.17,2.02
DAILEKH,2018,PADDY,7987.0,26597.0,3330.0,8.32,7.05,16.04,4.22,0.12,7.3,37.62,0.52,14.52,20.01,22.28,10.43,1.88,2.59,2.1,2.05
DAILEKH,2019,PADDY,0.0,0.0,0.0,9.64,7.04,15.72,4.91,0.75,3.31,32.63,7.63,15.68,19.02,22.64,8.79,1.71,2.5,2.13,1.99
DANG,1981,PADDY,28340.0,56680.0,2000.0,7.68,6.8,15.09,4.56,51.44,163.44,1117.71,84.69,15.21,20.22,22.89,10.4,2.0,2.73,2.5,2.15
DANG,1982,PADDY,32950.0,57300.0,1739.0,7.64,6.9,14.26,4.3,14.09,97.53,836.31,123.79,15.7,19.51,23.32,10.41,2.06,3.02,2.38,2.27
DANG,1983,PADDY,31370.0,64240.0,2048.0,8.84,5.45,14.05,3.62,107.04,61.42,785.31,36.72,15.56,20.14,23.99,9.85,1.92,3.22,2.55,2.22
DANG,1984,PADDY,32950.0,62910.0,1909.0,6.68,5.48,15.23,3.61,24.82,32.52,815.83,57.03,15.86,21.84,22.7,10.21,2.08,3.2,2.38,2.39
DANG,1985,PADDY,36450.0,73900.0,2027.0,9.17,4.62,14.39,3.86,127.1,61.03,768.6,52.15,15.08,22.15,23.25,10.78,1.88,3.44,2.54,2.36
DANG,1986,PADDY,36400.0,61980.0,1703.0,6.61,5.01,13.99,4.02,22.74,43.53,764.22,55.47,15.8,20.46,23.0,10.69,2.12,3.15,2.39,2.23
DANG,1987,PADDY,34560.0,69740.0,2018.0,6.2,5.17,13.16,3.52,74.44,63.08,525.1,36.82,16.53,20.63,24.65,11.87,2.06,3.22,2.43,2.19
DANG,1988,PADDY,36450.0,83830.0,2300.0,7.98,5.15,15.58,3.97,7.18,83.59,1120.4,91.98,16.34,21.76,23.07,12.08,2.0,3.11,2.42,2.17
DANG,1990,PADDY,36550.0,92630.0,2534.0,7.86,5.78,15.24,3.85,8.04,58.5,919.74,69.15,16.42,20.66,23.15,12.0,1.96,3.08,2.33,2.4
DANG,1991,PADDY,36550.0,60060.0,1643.0,6.16,4.17,14.72,3.71,4.95,39.67,556.73,49.34,15.98,22.01,23.92,11.3,2.16,3.23,2.52,2.31
DANG,1992,PADDY,32900.0,50990.0,1550.0,7.53,4.37,13.97,3.53,62.39,23.53,707.8,5.64,16.13,21.44,23.28,10.77,2.09,3.76,2.51,2.34
DANG,1993,PADDY,36500.0,87601.0,2400.0,5.43,4.9,14.36,3.11,0.6,80.19,495.73,15.98,17.12,20.31,23.76,11.8,2.24,3.13,2.56,2.36
DANG,1994,PADDY,36220.0,76062.0,2100.0,6.08,4.46,14.66,3.37,2.62,17.69,558.78,40.22,16.47,21.89,23.98,11.4,2.26,3.31,2.5,2.51
DANG,1995,PADDY,37200.0,89280.0,2400.0,6.68,4.44,14.59,3.42,26.02,10.18,547.17,34.36,17.24,21.8,23.92,10.69,2.16,3.37,2.54,2.49
DANG,1996,PADDY,37900.0,94750.0,2500.0,7.16,5.02,14.81,3.36,45.62,38.23,484.24,79.95,16.57,21.79,23.41,11.27,2.15,3.29,2.46,2.46
DANG,1997,PADDY,38700.0,100620.0,2600.0,6.18,4.54,13.78,3.11,17.31,29.54,302.28,55.8,16.45,20.52,24.25,10.23,2.17,3.19,2.63,2.44
DANG,1998,PADDY,38900.0,110682.0,2845.0,8.44,5.56,15.07,3.38,50.44,67.52,545.87,11.48,18.15,20.9,24.13,11.22,2.0,3.03,2.58,2.27
DANG,1999,PADDY,38850.0,109996.0,2831.0,6.29,3.91,14.21,3.26,45.44,43.9,337.12,20.3,17.24,22.34,24.2,12.19,2.21,3.37,2.5,2.35
DANG,2000,PADDY,38950.0,113539.0,2915.0,7.44,4.98,15.51,2.95,2.12,78.15,835.78,19.15,16.69,21.74,22.74,10.95,2.09,3.1,2.43,2.42
DANG,2001,PADDY,38900.0,125120.0,3216.0,7.1,5.41,15.31,3.04,39.65,54.68,647.73,1.32,17.08,21.35,23.46,11.65,2.1,2.99,2.22,2.35
DANG,2002,PADDY,38280.0,111430.0,2911.0,6.58,5.21,13.48,3.59,10.18,28.15,366.85,77.07,17.31,22.06,24.58,11.48,2.27,2.98,2.58,2.32
DANG,2003,PADDY,35650.0,109120.0,3061.0,7.02,4.64,14.76,3.79,24.18,13.98,547.34,49.6,16.88,21.25,23.94,11.16,2.12,3.08,2.45,2.32
DANG,2004,PADDY,31660.0,87223.3,2755.0,7.71,5.79,15.47,4.14,43.95,127.7,908.37,36.65,15.48,22.33,22.58,11.4,1.94,3.17,2.4,2.18
DANG,2005,PADDY,34100.0,101890.0,2988.0,8.46,5.9,14.91,4.37,109.78,88.29,1057.68,67.12,15.63,20.68,23.39,11.03,1.86,2.91,2.51,2.26
DANG,2006,PADDY,33869.0,95849.27,2830.0,8.36,7.29,15.88,4.33,33.87,192.16,998.63,17.74,16.29,20.33,22.49,12.76,2.04,2.62,2.3,2.39
DANG,2007,PADDY,36578.0,115977.0,3171.0,9.24,7.9,15.8,4.21,20.48,188.76,1232.89,134.1,15.98,20.32,22.86,10.74,1.82,2.77,2.34,2.3
DANG,2008,PADDY,37458.0,124327.0,3319.0,9.9,6.0,16.38,4.6,22.09,114.82,1616.85,11.77,16.31,21.0,21.9,11.05,1.78,2.93,2.12,2.12
DANG,2009,PADDY,35050.0,112552.0,3211.0,8.39,6.1,14.83,4.46,139.58,97.32,906.49,17.84,15.81,21.29,23.63,12.15,2.06,2.89,2.36,2.33
DANG,2010,PADDY,36500.0,119720.0,3280.0,10.27,5.75,15.21,4.34,53.71,45.1,1142.22,36.95,16.57,22.83,23.46,11.16,1.88,3.21,2.43,2.18
DANG,2011,PADDY,38300.0,119720.0,3126.0,9.89,6.94,15.84,4.5,3.03,112.74,1395.7,50.51,16.1,20.55,22.51,10.59,1.88,2.89,2.4,2.21
DANG,2012,PADDY,37500.0,157384.0,4197.0,8.99,5.58,14.82,4.63,19.74,42.94,1191.22,72.26,15.15,20.83,23.58,10.22,1.97,3.14,2.48,2.39
DANG,2013,PADDY,38230.0,156292.0,4088.0,10.38,6.74,16.58,5.38,128.54,67.81,1510.41,143.81,16.26,21.14,22.17,10.39,1.86,3.07,2.26,2.25
DANG,2014,PADDY,36508.0,156984.0,4300.0,8.8,6.72,15.32,4.93,73.4,76.67,1173.62,90.88,16.16,20.77,23.58,10.8,2.17,3.02,2.47,2.25
DANG,2015,PADDY,36508.0,123870.0,3393.0,8.1,8.02,15.41,4.9,23.56,227.43,946.86,65.6,17.28,19.99,23.26,11.35,2.11,2.77,2.44,2.23
DANG,2016,PADDY,38100.0,152400.0,4000.0,8.91,6.57,16.57,4.07,63.69,153.43,1145.02,21.29,16.92,22.11,22.87,12.35,1.94,3.12,2.28,2.34
DANG,2017,PADDY,36065.0,150116.0,4162.0,9.56,6.89,16.25,4.61,9.22,160.34,1141.28,30.97,17.05,21.36,23.26,12.63,1.99,2.8,2.45,2.22
DANG,2018,PADDY,35728.0,149343.0,4180.0,8.46,7.19,16.44,4.23,0.03,7.24,44.11,0.47,15.77,21.21,23.01,11.46,2.08,2.84,2.39,2.31
DANG,2019,PADDY,35556.0,148913.0,4190.0,10.1,6.92,16.09,5.06,0.58,2.75,39.48,6.85,16.51,20.53,23.38,10.22,1.81,2.95,2.44,2.2
DARCHULA,1981,PADDY,1840.0,2300.0,1250.0,4.29,5.05,11.2,2.76,31.95,148.29,514.35,70.54,6.82,10.49,15.62,0.89,2.04,2.49,2.3,2.06
DARCHULA,1982,PADDY,1840.0,2210.0,1201.0,4.69,5.55,10.39,2.71,5.16,91.68,317.28,84.61,7.56,9.28,15.74,1.3,2.02,2.58,2.45,1.95
DARCHULA,1983,PADDY,1840.0,2580.0,1402.0,4.86,4.66,10.72,2.3,52.21,78.98,431.18,25.65,7.04,9.49,16.01,0.85,1.99,2.67,2.36,2.02
DARCHULA,1984,PADDY,1560.0,2190.0,1404.0,3.82,4.09,11.46,2.22,6.45,26.56,334.38,58.1,7.51,11.98,15.7,0.76,2.13,2.81,2.45,2.1
DARCHULA,1985,PADDY,3700.0,5180.0,1400.0,5.5,3.8,11.05,2.37,63.67,52.04,387.47,66.12,7.22,12.01,15.69,1.12,1.92,2.78,2.42,2.11
DARCHULA,1986,PADDY,3640.0,4840.0,1330.0,4.36,4.16,10.4,2.46,10.13,61.58,474.42,50.01,7.32,10.03,15.37,1.52,2.02,2.73,2.36,2.08
DARCHULA,1987,PADDY,1780.0,2180.0,1225.0,3.06,4.3,9.34,2.24,18.73,65.13,158.42,34.52,8.9,10.36,17.02,3.11,2.17,2.63,2.66,2.07
DARCHULA,1988,PADDY,1800.0,2810.0,1561.0,4.46,3.83,11.37,2.62,0.65,56.92,377.5,96.89,8.2,11.59,16.08,3.17,2.15,2.79,2.43,1.97
DARCHULA,1990,PADDY,1650.0,3100.0,1879.0,4.47,4.79,11.4,2.55,3.28,57.52,297.26,63.79,8.2,10.24,16.39,3.34,2.08,2.62,2.44,2.02
DARCHULA,1991,PADDY,1650.0,2950.0,1788.0,3.45,3.84,10.61,2.46,1.55,82.29,182.86,34.77,7.5,10.88,16.57,1.96,2.13,2.72,2.58,2.03
DARCHULA,1992,PADDY,1630.0,2770.0,1699.0,4.55,3.5,10.38,2.34,46.43,17.7,230.59,7.47,7.99,11.04,16.0,2.35,2.04,2.73,2.61,2.03
DARCHULA,1993,PADDY,3000.0,6001.0,2000.0,3.31,4.0,10.86,2.07,0.02,51.7,196.17,22.33,8.73,10.16,16.28,3.27,2.21,2.73,2.56,2.07
DARCHULA,1994,PADDY,3130.0,4075.0,1302.0,4.4,3.84,11.08,2.44,0.04,22.56,291.86,38.59,7.76,11.42,16.4,2.05,2.13,2.8,2.42,2.1
DARCHULA,1995,PADDY,3500.0,6629.0,1894.0,4.67,3.97,10.88,2.52,17.08,18.56,251.85,58.09,8.36,11.07,16.47,0.9,2.11,2.68,2.6,2.09
DARCHULA,1996,PADDY,3500.0,6120.0,1749.0,4.86,4.41,11.62,2.35,13.05,50.33,323.29,73.64,7.98,11.23,15.89,2.3,2.01,2.68,2.5,2.03
DARCHULA,1997,PADDY,3550.0,7100.0,2000.0,4.53,4.21,11.26,2.19,12.16,61.8,247.15,65.38,6.82,9.77,16.15,0.78,2.0,2.63,2.54,2.12
DARCHULA,1998,PADDY,3600.0,6220.0,1728.0,5.47,4.52,11.5,2.36,49.72,88.93,213.77,7.67,9.31,10.85,16.93,2.6,2.1,2.63,2.6,2.07
DARCHULA,1999,PADDY,3050.0,6100.0,2000.0,3.85,3.08,11.0,2.13,16.69,18.44,192.23,20.62,8.64,12.3,16.53,3.34,2.16,2.86,2.59,2.11
DARCHULA,2000,PADDY,3052.0,6229.0,2041.0,4.42,4.12,11.94,2.07,0.65,89.71,433.86,23.28,8.57,11.47,15.36,1.86,2.08,2.73,2.33,2.09
DARCHULA,2001,PADDY,3100.0,7120.0,2297.0,4.22,4.45,11.72,1.93,10.58,58.63,424.13,5.59,8.9,10.92,15.76,3.1,2.11,2.64,2.37,2.06
DARCHULA,2002,PADDY,3050.0,6100.0,2000.0,4.41,4.14,10.12,2.36,5.19,28.93,263.43,96.5,8.18,11.91,16.3,2.06,2.1,2.72,2.53,2.1
DARCHULA,2003,PADDY,3050.0,6100.0,2000.0,4.56,4.0,11.4,2.6,30.19,14.9,486.63,52.23,7.95,11.03,16.23,2.05,1.97,2.71,2.4,2.08
DARCHULA,2004,PADDY,4500.0,11900.0,2644.0,5.01,4.61,11.42,2.66,35.1,109.23,493.09,29.27,7.1,12.39,15.32,2.86,1.94,2.71,2.31,2.01
DARCHULA,2005,PADDY,4050.0,8100.0,2000.0,5.12,4.91,11.48,2.81,8.37,93.69,662.5,70.29,7.3,10.35,15.88,1.31,1.88,2.55,2.3,2.01
DARCHULA,2006,PADDY,3966.0,7289.0,1838.0,5.43,5.61,11.8,2.73,19.2,147.55,519.0,24.37,7.9,10.33,15.47,4.32,1.96,2.49,2.27,1.99
DARCHULA,2007,PADDY,3950.0,7480.0,1894.0,5.2,5.86,12.2,2.55,2.7,169.68,703.14,89.55,7.81,10.37,15.67,1.86,1.9,2.43,2.32,1.98
DARCHULA,2008,PADDY,3950.0,7480.0,1894.0,6.01,4.72,12.43,2.83,15.14,79.74,756.5,12.66,8.38,10.82,14.93,2.22,1.81,2.58,2.17,1.99
DARCHULA,2009,PADDY,4180.0,7450.0,1782.0,5.3,4.52,10.92,2.76,107.1,43.71,514.34,16.92,7.32,11.31,16.23,3.59,1.9,2.68,2.43,2.01
DARCHULA,2010,PADDY,14305.0,9579.45,670.0,6.42,4.39,11.43,2.74,38.76,23.08,831.57,46.13,8.24,12.82,15.82,2.19,1.84,2.75,2.32,2.11
DARCHULA,2011,PADDY,4480.0,11708.9,2614.0,6.24,5.54,12.2,2.89,4.15,80.75,853.05,62.13,8.31,10.34,15.17,1.42,1.88,2.52,2.18,1.97
DARCHULA,2012,PADDY,4480.0,11027.0,2461.0,6.01,4.56,11.56,3.03,5.06,45.35,541.81,48.33,7.24,10.41,16.31,0.81,1.89,2.56,2.48,1.99
DARCHULA,2013,PADDY,4480.0,10631.0,2373.0,6.67,5.52,13.1,3.53,36.79,30.3,830.38,187.4,8.34,11.15,15.38,1.07,1.82,2.61,2.42,1.99
DARCHULA,2014,PADDY,4480.0,10631.0,2373.0,5.8,5.63,11.92,3.15,38.68,85.38,492.42,135.83,8.34,10.06,16.28,1.66,2.01,2.52,2.54,2.0
DARCHULA,2015,PADDY,4480.0,10061.0,2246.0,5.67,6.38,11.76,3.42,18.37,227.43,408.12,99.08,9.26,9.78,15.88,2.24,2.02,2.3,2.44,2.07
DARCHULA,2016,PADDY,4480.0,11795.0,2633.0,5.26,5.68,12.71,2.54,4.51,109.21,473.22,28.5,9.37,11.93,15.99,4.18,2.08,2.58,2.49,2.0
DARCHULA,2017,PADDY,4241.0,11618.0,2740.0,6.17,5.58,12.57,3.04,1.08,156.5,572.44,32.44,8.65,11.1,15.96,3.76,2.0,2.56,2.43,2.12
DARCHULA,2018,PADDY,4197.0,11542.0,2750.0,5.54,5.31,12.6,2.75,0.53,4.16,18.77,0.63,7.32,11.48,16.05,3.13,1.9,2.66,2.45,2.07
DARCHULA,2019,PADDY,4180.0,11528.0,2760.0,5.98,5.5,12.11,3.23,1.21,2.89,15.65,7.43,8.55,10.02,16.23,-0.06,1.92,2.49,2.41,2.14
DHADING,1981,PADDY,10060.0,20820.0,2070.0,7.74,7.13,15.07,4.0,23.8,216.56,812.07,31.07,14.29,17.95,20.86,9.35,1.7,2.43,2.06,1.87
DHADING,1982,PADDY,12660.0,25320.0,2000.0,7.24,6.15,14.29,3.85,9.64,77.18,592.95,92.6,14.37,18.2,21.5,9.32,1.86,2.57,2.18,1.86
DHADING,1983,PADDY,11140.0,20080.0,1803.0,7.31,5.23,13.8,2.75,52.44,66.35,375.6,5.77,15.36,18.23,22.27,8.82,1.8,2.71,2.26,1.99
DHADING,1984,PADDY,10270.0,18810.0,1832.0,7.2,5.12,14.86,2.88,15.29,54.07,739.64,21.66,14.5,20.0,20.55,9.37,1.78,2.76,2.08,1.98
DHADING,1985,PADDY,13000.0,22750.0,1750.0,9.22,4.66,14.21,3.63,76.0,33.35,691.33,22.41,13.85,20.08,21.28,9.45,1.58,2.8,2.18,1.94
DHADING,1986,PADDY,12990.0,23150.0,1782.0,6.12,5.01,13.97,3.58,34.41,52.15,519.44,47.42,14.73,18.46,21.07,9.61,1.88,2.73,2.14,1.97
DHADING,1987,PADDY,12740.0,24870.0,1952.0,8.14,4.61,14.04,3.42,93.53,35.55,634.33,10.27,14.52,18.85,21.7,10.56,1.63,2.69,2.17,1.94
DHADING,1988,PADDY,12700.0,27740.0,2184.0,7.16,5.94,15.05,3.59,13.85,148.18,653.13,27.02,15.42,19.18,21.15,10.89,1.82,2.61,2.06,1.92
DHADING,1990,PADDY,13100.0,29960.0,2287.0,7.55,5.47,14.91,3.44,18.06,30.0,712.16,21.3,15.3,18.72,21.38,10.76,1.75,2.67,2.11,1.88
DHADING,1991,PADDY,13500.0,27870.0,2064.0,5.9,4.31,14.54,3.13,2.89,37.96,379.88,25.33,15.11,19.82,21.76,10.12,1.88,2.73,2.27,2.02
DHADING,1992,PADDY,12840.0,19260.0,1500.0,7.12,4.27,13.31,3.12,55.05,22.69,389.98,7.9,15.17,19.62,21.78,9.15,1.9,2.95,2.3,1.95
DHADING,1993,PADDY,12800.0,25600.0,2000.0,6.35,5.42,14.19,2.87,7.69,110.94,415.32,8.55,15.76,18.14,21.69,10.44,1.93,2.68,2.24,1.97
DHADING,1994,PADDY,13000.0,24765.0,1905.0,5.88,4.67,14.22,2.96,3.63,26.81,382.29,18.4,15.17,19.65,22.32,10.1,2.01,2.79,2.32,2.06
DHADING,1995,PADDY,14370.0,29688.0,2066.0,6.79,4.44,14.98,3.03,37.91,18.7,520.2,23.57,15.7,19.84,21.44,9.32,1.92,2.88,2.14,2.05
DHADING,1996,PADDY,14500.0,28520.0,1967.0,7.04,4.95,14.58,3.15,28.48,46.16,500.86,43.0,15.2,19.82,21.17,9.86,1.82,2.8,2.12,2.0
DHADING,1997,PADDY,14500.0,29960.0,2066.0,6.16,4.73,14.07,2.84,7.2,48.2,389.77,22.24,15.1,18.29,21.78,8.82,1.94,2.69,2.27,2.01
DHADING,1998,PADDY,14450.0,29500.0,2042.0,8.65,5.88,14.76,2.96,28.86,58.95,509.23,4.77,16.85,18.9,21.96,10.14,1.76,2.66,2.25,1.98
DHADING,1999,PADDY,13930.0,30410.0,2183.0,6.93,4.52,14.33,3.0,51.8,45.28,348.66,3.06,15.72,20.29,21.75,11.3,1.86,2.79,2.29,2.0
DHADING,2000,PADDY,14015.0,31548.0,2251.0,7.68,5.56,15.15,2.71,3.92,67.04,593.65,2.27,15.7,19.22,20.98,9.63,1.86,2.65,2.15,2.02
DHADING,2001,PADDY,14657.0,37665.0,2570.0,8.1,5.78,14.98,2.78,21.75,53.55,508.52,0.44,15.66,19.31,21.7,10.31,1.78,2.69,2.19,1.94
DHADING,2002,PADDY,14949.0,45560.0,3048.0,6.84,6.55,13.93,3.39,21.53,89.9,332.7,33.24,15.8,19.12,21.98,10.31,1.87,2.62,2.26,1.93
DHADING,2003,PADDY,14949.0,45560.0,3048.0,6.74,5.28,14.5,3.57,29.48,17.86,371.86,61.69,15.86,18.92,21.93,9.64,1.84,2.61,2.26,1.92
DHADING,2004,PADDY,15438.0,47055.024,3048.0,8.11,7.0,15.42,4.13,90.54,267.77,861.0,22.41,13.65,19.25,20.47,9.8,1.62,2.44,2.03,1.84
DHADING,2005,PADDY,15750.0,46590.0,2958.0,8.43,6.04,14.86,4.27,146.26,73.29,783.72,63.0,14.2,18.58,21.38,9.76,1.58,2.5,2.09,1.84
DHADING,2006,PADDY,15800.0,37713.0,2387.0,8.82,7.1,15.4,4.2,30.96,172.5,871.51,21.08,14.46,18.46,20.65,11.34,1.64,2.43,1.99,1.83
DHADING,2007,PADDY,16100.0,42000.0,2609.0,9.42,7.73,15.45,4.14,26.59,142.99,930.39,82.74,14.8,18.52,20.8,9.27,1.57,2.33,2.02,1.79
DHADING,2008,PADDY,16720.0,42500.0,2542.0,9.78,6.54,15.67,4.47,25.66,158.5,1113.82,16.45,14.92,18.66,20.32,9.68,1.53,2.5,1.95,1.84
DHADING,2009,PADDY,14010.0,34605.0,2470.0,7.75,6.17,14.88,4.08,53.98,128.48,683.91,3.56,15.06,19.06,21.42,11.04,1.72,2.52,2.1,1.89
DHADING,2010,PADDY,16670.0,40882.0,2452.0,10.05,6.1,15.02,3.69,43.6,62.91,885.97,13.89,15.18,20.53,21.34,10.18,1.58,2.68,2.23,1.9
DHADING,2011,PADDY,14750.0,38187.0,2589.0,9.75,7.13,15.39,4.13,6.77,172.44,891.25,14.08,14.69,18.23,20.65,9.36,1.57,2.46,2.04,1.88
DHADING,2012,PADDY,12262.0,33349.0,2720.0,7.84,5.48,14.66,4.0,32.77,40.61,914.28,19.33,13.3,19.14,21.57,9.13,1.78,2.71,2.13,2.01
DHADING,2013,PADDY,12645.0,48100.0,3804.0,9.86,6.71,15.46,4.45,159.78,166.11,1043.96,53.19,14.62,18.62,20.63,9.04,1.54,2.61,1.94,2.0
DHADING,2014,PADDY,12545.0,50369.0,4015.0,9.2,6.66,15.62,4.77,71.24,167.83,1084.29,46.78,14.6,18.71,21.23,9.6,1.65,2.55,2.07,1.81
DHADING,2015,PADDY,11545.0,41369.0,3583.0,9.01,7.85,15.36,4.82,51.86,212.93,992.93,18.84,15.2,18.18,21.31,9.91,1.66,2.35,2.18,1.88
DHADING,2016,PADDY,14367.0,60831.0,4234.0,9.52,6.69,16.03,4.4,72.55,136.98,988.39,12.93,15.42,19.94,20.94,10.87,1.58,2.65,2.0,1.85
DHADING,2017,PADDY,13600.0,59919.0,4406.0,10.06,7.7,15.92,4.42,48.3,255.0,858.71,9.57,15.62,18.4,21.38,11.48,1.65,2.39,2.2,1.83
DHADING,2018,PADDY,13864.0,61695.0,4450.0,7.9,7.87,16.04,3.88,0.18,8.21,24.95,0.18,14.63,18.26,21.13,10.14,1.78,2.44,2.11,1.86
DHADING,2019,PADDY,12811.0,57268.0,4470.0,10.26,7.26,15.84,4.65,1.87,6.12,32.05,3.56,15.11,18.46,21.4,9.12,1.5,2.46,2.12,1.91
DHANKUTA,1981,PADDY,7750.0,19370.0,2499.0,8.25,7.79,14.97,4.32,9.76,252.48,875.35,27.72,13.18,15.88,19.52,8.16,1.78,2.48,2.3,1.9
DHANKUTA,1982,PADDY,8060.0,13860.0,1720.0,7.54,6.81,14.4,4.04,32.18,148.17,603.22,58.03,13.12,16.09,19.81,8.03,1.9,2.61,2.34,1.95
DHANKUTA,1983,PADDY,9070.0,20140.0,2221.0,7.93,5.73,14.31,2.86,29.92,115.55,607.4,9.78,13.76,16.08,20.27,7.18,1.84,2.79,2.43,2.07
DHANKUTA,1984,PADDY,10050.0,20100.0,2000.0,7.98,6.11,14.67,3.22,19.03,117.43,728.88,29.37,13.26,17.5,19.2,7.62,1.86,2.79,2.34,1.94
DHANKUTA,1985,PADDY,9400.0,18800.0,2000.0,9.07,5.81,14.32,3.75,79.66,77.87,674.07,27.96,12.86,17.7,19.54,8.12,1.8,2.77,2.31,2.01
DHANKUTA,1986,PADDY,9300.0,18000.0,1935.0,7.58,5.6,13.84,3.92,56.91,82.75,622.97,20.17,12.64,16.44,19.61,8.27,1.86,2.8,2.41,1.97
DHANKUTA,1987,PADDY,8900.0,17590.0,1976.0,8.96,5.48,14.4,3.88,35.41,95.75,814.65,8.42,13.68,16.51,19.95,9.29,1.68,2.71,2.36,1.96
DHANKUTA,1988,PADDY,9800.0,20600.0,2102.0,7.88,6.5,14.78,3.98,7.02,107.97,693.67,21.24,14.29,17.12,19.86,9.54,1.82,2.66,2.33,1.91
DHANKUTA,1990,PADDY,9250.0,22280.0,2409.0,7.75,6.4,14.58,3.61,36.92,65.67,534.83,7.43,14.16,16.34,20.16,9.29,1.87,2.68,2.45,1.97
DHANKUTA,1991,PADDY,9610.0,22780.0,2370.0,7.24,5.04,14.53,3.36,1.9,29.11,634.31,14.71,12.8,17.69,19.84,8.6,1.8,2.87,2.42,2.04
DHANKUTA,1992,PADDY,9310.0,19680.0,2114.0,7.41,5.05,13.5,3.17,16.51,64.42,515.38,8.97,13.84,17.23,19.91,7.63,1.93,2.99,2.4,1.99
DHANKUTA,1993,PADDY,8261.0,18569.0,2248.0,7.28,6.08,13.96,3.13,6.0,97.71,364.67,12.94,14.42,16.27,20.3,9.05,2.02,2.76,2.55,2.04
DHANKUTA,1994,PADDY,9221.0,17612.0,1910.0,6.12,5.28,14.1,3.01,12.38,45.19,339.85,21.0,14.04,17.56,20.81,8.66,2.12,2.81,2.53,2.09
DHANKUTA,1995,PADDY,9635.0,22279.0,2312.0,7.42,4.98,14.55,3.09,79.85,50.93,445.01,21.62,14.39,17.76,20.22,7.88,1.99,2.9,2.53,2.1
DHANKUTA,1996,PADDY,9640.0,22280.0,2311.0,7.26,5.43,14.12,3.28,18.0,42.1,443.13,26.15,14.1,17.85,19.9,8.55,1.96,2.89,2.38,2.02
DHANKUTA,1997,PADDY,9635.0,22160.0,2300.0,7.04,5.34,13.97,2.96,4.72,83.97,459.09,24.31,13.36,16.13,20.17,7.4,1.95,2.75,2.48,2.08
DHANKUTA,1998,PADDY,9725.0,22830.0,2348.0,9.31,6.88,14.7,3.22,57.07,102.7,485.39,1.94,15.42,16.69,20.4,8.76,1.84,2.72,2.48,2.06
DHANKUTA,1999,PADDY,9638.0,23131.0,2400.0,7.88,5.66,14.19,3.42,53.59,75.28,411.99,10.03,14.38,18.13,20.17,9.97,1.94,2.81,2.52,2.03
DHANKUTA,2000,PADDY,9668.0,24268.0,2510.0,8.1,6.54,14.52,2.92,7.19,91.45,448.9,4.12,14.62,16.8,19.95,8.11,1.97,2.71,2.53,2.07
DHANKUTA,2001,PADDY,7659.0,24912.0,3253.0,8.75,6.3,14.67,3.04,68.1,73.73,461.07,1.87,14.26,17.18,20.39,8.78,1.82,2.7,2.45,1.97
DHANKUTA,2002,PADDY,9774.0,25556.0,2615.0,7.58,7.5,14.16,3.73,15.94,123.18,407.11,17.81,14.19,16.76,20.11,8.99,1.96,2.6,2.44,2.0
DHANKUTA,2003,PADDY,9429.0,26645.0,2826.0,8.06,6.44,14.58,3.84,80.84,51.39,497.89,48.67,13.9,16.76,20.17,8.42,1.84,2.67,2.38,1.91
DHANKUTA,2004,PADDY,9435.0,26663.0,2826.0,8.31,7.38,14.87,4.46,44.63,132.27,800.87,11.08,12.57,17.55,19.38,8.45,1.76,2.62,2.39,1.87
DHANKUTA,2005,PADDY,9435.0,26663.0,2826.0,8.54,6.9,14.6,4.37,71.54,137.36,719.59,19.49,13.26,16.61,20.14,8.66,1.68,2.6,2.38,1.91
DHANKUTA,2006,PADDY,8145.0,20750.0,2548.0,8.84,7.17,14.74,4.44,20.78,99.58,751.92,4.58,13.26,16.9,19.79,10.01,1.74,2.59,2.38,1.87
DHANKUTA,2007,PADDY,8695.0,23042.0,2650.0,9.5,7.77,14.92,4.33,23.3,167.62,804.43,28.92,13.96,17.01,19.68,8.05,1.65,2.49,2.37,1.79
DHANKUTA,2008,PADDY,8695.0,23770.0,2734.0,9.4,7.32,14.94,4.7,48.92,116.99,748.93,20.28,14.16,16.74,19.45,8.3,1.7,2.55,2.33,1.86
DHANKUTA,2009,PADDY,8650.0,23530.0,2720.0,8.07,6.69,14.56,4.24,98.01,162.18,568.1,1.93,13.62,17.12,20.19,9.56,1.81,2.65,2.45,1.92
DHANKUTA,2010,PADDY,9412.0,21957.0,2333.0,10.1,6.92,14.99,3.81,43.29,155.52,956.26,4.83,14.12,18.12,19.57,8.75,1.67,2.69,2.36,1.9
DHANKUTA,2011,PADDY,8877.0,19600.0,2208.0,9.8,7.63,14.98,4.56,21.94,147.81,975.28,18.57,13.74,16.28,19.42,7.86,1.68,2.48,2.3,1.84
